hour_of_day,day_of_week,day_name,month,is_lunch_peak,is_dinner_peak,is_weekend,orders_next_30min
19,3,Thu,6,0,1,0,14
12,0,Mon,2,1,0,0,12
17,0,Mon,11,0,0,0,3
12,6,Sun,5,1,0,1,15
13,0,Mon,3,1,0,0,11
13,2,Wed,9,1,0,0,13
18,6,Sun,8,0,0,1,10
16,6,Sun,10,0,0,1,6
14,5,Sat,11,1,0,1,14
18,5,Sat,2,0,0,1,11
15,6,Sun,1,0,0,1,6
14,6,Sun,4,1,0,1,18
22,1,Tue,4,0,1,0,12
22,5,Sat,12,0,1,1,19
22,2,Wed,10,0,1,0,12
13,1,Tue,11,1,0,0,12
13,3,Thu,2,1,0,0,14
11,3,Thu,7,0,0,0,3
15,3,Thu,3,0,0,0,3
21,3,Thu,7,0,1,0,12
18,3,Thu,7,0,0,0,4
13,4,Fri,1,1,0,0,10
15,6,Sun,6,0,0,1,7
10,2,Wed,4,0,0,0,4
17,1,Tue,11,0,0,0,3
16,3,Thu,8,0,0,0,3
13,4,Fri,8,1,0,0,11
10,5,Sat,3,0,0,1,9
14,4,Fri,4,1,0,0,11
16,4,Fri,1,0,0,0,2
15,2,Wed,10,0,0,0,3
16,3,Thu,2,0,0,0,3
12,4,Fri,7,1,0,0,10
22,6,Sun,11,0,1,1,16
11,4,Fri,12,0,0,0,4
15,3,Thu,7,0,0,0,3
10,2,Wed,9,0,0,0,3
22,4,Fri,10,0,1,0,14
13,1,Tue,9,1,0,0,13
21,0,Mon,9,0,1,0,13
15,5,Sat,6,0,0,1,8
9,0,Mon,8,0,0,0,2
12,0,Mon,9,1,0,0,10
10,2,Wed,12,0,0,0,4
14,4,Fri,7,1,0,0,10
20,0,Mon,4,0,1,0,13
9,0,Mon,4,0,0,0,4
15,5,Sat,6,0,0,1,6
11,3,Thu,11,0,0,0,4
20,6,Sun,4,0,1,1,17
9,6,Sun,11,0,0,1,8
16,4,Fri,7,0,0,0,3
15,4,Fri,8,0,0,0,2
10,5,Sat,8,0,0,1,8
15,3,Thu,8,0,0,0,3
11,4,Fri,2,0,0,0,3
21,6,Sun,10,0,1,1,17
17,6,Sun,2,0,0,1,7
16,1,Tue,2,0,0,0,4
13,5,Sat,2,1,0,1,15
15,2,Wed,4,0,0,0,4
11,3,Thu,5,0,0,0,2
9,5,Sat,4,0,0,1,11
9,0,Mon,5,0,0,0,2
19,4,Fri,4,0,1,0,15
10,1,Tue,7,0,0,0,5
16,6,Sun,10,0,0,1,8
9,1,Tue,1,0,0,0,6
19,2,Wed,1,0,1,0,16
20,5,Sat,2,0,1,1,18
13,1,Tue,1,1,0,0,11
17,5,Sat,12,0,0,1,10
20,4,Fri,10,0,1,0,12
17,4,Fri,12,0,0,0,4
10,6,Sun,12,0,0,1,7
15,1,Tue,10,0,0,0,3
19,4,Fri,11,0,1,0,12
9,5,Sat,3,0,0,1,7
11,6,Sun,6,0,0,1,7
14,4,Fri,10,1,0,0,10
17,6,Sun,11,0,0,1,11
18,0,Mon,6,0,0,0,4
10,5,Sat,1,0,0,1,9
15,6,Sun,6,0,0,1,10
12,3,Thu,5,1,0,0,10
10,4,Fri,7,0,0,0,2
11,4,Fri,6,0,0,0,3
14,5,Sat,12,1,0,1,14
18,2,Wed,12,0,0,0,2
17,3,Thu,7,0,0,0,3
16,6,Sun,2,0,0,1,6
18,3,Thu,12,0,0,0,3
22,6,Sun,1,0,1,1,18
19,3,Thu,7,0,1,0,13
17,1,Tue,9,0,0,0,5
12,0,Mon,2,1,0,0,10
20,0,Mon,12,0,1,0,14
12,2,Wed,7,1,0,0,12
17,3,Thu,3,0,0,0,4
16,3,Thu,6,0,0,0,2
20,4,Fri,3,0,1,0,13
10,6,Sun,10,0,0,1,7
16,5,Sat,11,0,0,1,10
9,1,Tue,11,0,0,0,3
17,1,Tue,11,0,0,0,3
17,2,Wed,5,0,0,0,6
21,0,Mon,2,0,1,0,13
16,3,Thu,8,0,0,0,5
19,5,Sat,8,0,1,1,17
13,2,Wed,7,1,0,0,11
13,6,Sun,6,1,0,1,17
21,1,Tue,1,0,1,0,13
11,1,Tue,8,0,0,0,3
13,1,Tue,1,1,0,0,12
12,3,Thu,8,1,0,0,13
9,3,Thu,11,0,0,0,5
17,3,Thu,2,0,0,0,2
18,4,Fri,8,0,0,0,4
22,0,Mon,10,0,1,0,14
12,6,Sun,12,1,0,1,20
11,1,Tue,4,0,0,0,2
14,1,Tue,7,1,0,0,11
9,4,Fri,5,0,0,0,2
13,1,Tue,8,1,0,0,14
15,6,Sun,12,0,0,1,6
10,1,Tue,6,0,0,0,3
18,3,Thu,5,0,0,0,3
17,3,Thu,1,0,0,0,3
20,0,Mon,3,0,1,0,15
14,6,Sun,10,1,0,1,18
10,6,Sun,9,0,0,1,7
16,1,Tue,9,0,0,0,2
